Date,Open,High,Low,Close,Volume,ADV20,Return,Ticker,Index_Name,GICS_Sector,Event_Type,strategy_1_n_y,strategy_1_y,strategy_1_md_y,Volatility
2024-05-06,75.06811802,80.42727011,73.9304205,76.04613495,3259600,759290.0,-0.028061401,AAON,S&P MidCap 400,Industrials,Corporate Action,1.0,0.0,0.013028392822362,0.0353539943589196
2023-08-22,65.47824988,66.52394701,65.04824108,65.81052399,3549400,1923410.0,-0.012610005,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,1.0,0.0,0.0050745722527547,0.0191113049418729
2023-06-21,12.23509631,12.54441107,12.06325523,12.39834595,16966500,3557995.0,0.073660927,ABR,S&P SmallCap 600,Financials,Corporate Action,1.0,0.0,0.0133427343654477,0.0244926374080392
2022-10-28,55.20000076,56.99000168,55.11000061,56.68000031,13153300,2630930.0,0.096537083,ACGL,S&P 500,Financials,Corporate Action,1.0,0.0,0.0268115856815795,0.0330269932921171
2023-11-09,25.5,26.67000008,25.46999931,26.04000092,3241800,733785.0,0.065030679,ACIW,S&P SmallCap 600,Information Technology,Corporate Action,1.0,0.0,0.0211765066666667,0.0391623248082398
2023-01-31,66.73041517,69.17075662,65.94469335,68.98587799,2249700,704295.0,0.006473426,ADC,S&P MidCap 400,Real Estate,Corporate Action,1.0,0.0,0.0337996221701013,0.0132683537513134
2022-08-02,24.100000381469727,24.405000686645508,23.549999237060547,24.14999961853028,8503200,1055615.0,0.0829596612001315,AHCO,S&P SmallCap 600,Health Care,Corporate Action,1.0,0.0,0.002074657106603,0.0216082650440254
2024-02-27,36.46088238363501,36.96034862411686,35.37381275705933,35.42277908325195,13418500,3375030.0,0.0165821491743136,AMH,S&P MidCap 400,Real Estate,Corporate Action,1.0,0.0,-0.028471699874411,0.0121846944657359
2023-11-08,220.8979726249496,226.70739164988305,215.67747810565976,222.02590942382807,1023400,261405.0,0.0743853644197716,AMR,S&P SmallCap 600,Materials,Corporate Action,1.0,0.0,0.005106143734481,0.0372067167574453
2024-09-25,31.0,31.0,28.0,28.0,15100,13150.0,-0.0511691025811643,AMTM,S&P 500,Industrials,Corporate Action,1.0,0.0,-0.0967741935483871,0.0188397219310849
2024-07-17,163.6699981689453,167.3699951171875,155.47999572753906,155.77999877929688,3062800,1463940.0,-0.0840780979410055,ANF,S&P MidCap 400,Consumer Discretionary,Corporate Action,1.0,0.0,-0.0482067543099996,0.0311508336995871
2022-05-13,38.22999954223633,40.97999954223633,37.45000076293945,38.75,2296400,594405.0,0.1671686478771383,AOSL,S&P SmallCap 600,Information Technology,Corporate Action,1.0,0.0,0.0136018954744998,0.0658435957283573
2024-03-26,242.9900054931641,253.4199981689453,242.3950042724609,248.7100067138672,979100,241495.0,0.0981058796493947,APPF,S&P MidCap 400,Information Technology,Corporate Action,1.0,0.0,0.0235400678686104,0.0275295476332966
2022-06-27,18.0,18.200000762939453,17.420000076293945,17.610000610351562,5435000,5324140.0,0.0155709605183236,APPS,S&P SmallCap 600,Information Technology,Corporate Action,1.0,0.0,-0.0216666327582465,0.0739878515025714
2022-10-18,35.54999923706055,36.869998931884766,35.209999084472656,35.79999923706055,19956200,7826470.0,0.0551134369309012,AR,S&P MidCap 400,Energy,Corporate Action,1.0,0.0,0.007032348955422,0.0408647253491761
2022-04-22,14.090635604109272,14.407602792258093,13.77366841596045,13.869718551635742,7003800,847050.0,0.0939393230514922,ATEN,S&P SmallCap 600,Information Technology,Corporate Action,1.0,0.0,-0.0156782886649274,0.0323819944504221
2024-07-24,22.56999969482422,22.709999084472656,22.030000686645508,22.3700008392334,27336400,7528025.0,0.0566840226081628,AVTR,S&P MidCap 400,Health Care,Corporate Action,1.0,0.0,-0.0088612697516643,0.020681189822706
2023-05-02,216.5800018310547,220.5800018310547,214.009994506836,220.22000122070312,1187700,675545.0,0.0195370426884404,AXON,S&P 500,Industrials,Corporate Action,1.0,0.0,0.0168067197288503,0.0143257091101221
2024-09-25,30.040000915527344,30.65999984741211,29.709999084472656,30.530000686645508,4058900,6260630.0,0.0152976719817017,BBWI,S&P SmallCap 600,Consumer Discretionary,Corporate Action,1.0,0.0,0.0163115764375656,0.0296215025298617
2022-10-28,33.499684535744485,35.75016200648666,33.1945354181182,35.29243469238281,2850200,945095.0,0.0718215556189389,BFH,S&P SmallCap 600,Financials,Corporate Action,1.0,0.0,0.0535154339953691,0.0387266081032867
2023-03-14,96.7563744535386,102.76942272510723,96.01674555217684,100.492919921875,39934100,2900550.0,0.1447642005149949,BG,S&P 500,Consumer Staples,Corporate Action,1.0,0.0,0.038618080611636,0.0357855450543834
2023-05-26,37.94132697133675,38.18187382497528,35.56363365925578,36.28527069091797,2115800,1511895.0,-0.0083439315738186,BOH,S&P SmallCap 600,Financials,Corporate Action,1.0,0.0,-0.0436478218505607,0.0539929305545154
2024-01-18,24.40628849493653,25.385510706524943,24.10925530867812,25.178577423095703,11647000,2992170.0,0.0928233236290623,BTU,S&P SmallCap 600,Energy,Corporate Action,1.0,0.0,0.031643030373889,0.0285481442472175
2023-11-03,133.00999450683594,133.50999450683594,130.27999877929688,132.4600067138672,4220500,1402495.0,0.0491050568092585,BURL,S&P MidCap 400,Consumer Discretionary,Corporate Action,1.0,0.0,-0.0041349358370245,0.0299569893328108
2024-04-18,400.1325341109859,406.2332712509178,390.418522319132,391.6081848144531,333900,117025.0,0.0119410494373577,CABO,S&P SmallCap 600,Communication Services,Corporate Action,1.0,0.0,-0.0213038145360315,0.0208131216740623
2022-08-05,34.470001220703125,34.663333892822266,31.190000534057617,32.87333297729492,14392200,4420245.0,-0.0903052989493308,CELH,S&P MidCap 400,Consumer Staples,Corporate Action,1.0,0.0,-0.0463205160099972,0.0520753587568297
2023-03-16,21.90999984741211,23.450000762939453,21.850000381469727,22.780000686645508,4771600,1031155.0,0.1079767158739744,CERT,S&P SmallCap 600,Health Care,Corporate Action,1.0,0.0,0.0397079345181354,0.0515624816002379
2023-11-28,34.1525732642352,34.44530886203306,33.498797219897824,33.59637451171875,13640500,2951920.0,0.0490554485837535,CG,S&P MidCap 400,Financials,Corporate Action,1.0,0.0,-0.0162857055664061,0.0202796451062557
2023-08-17,85.05110588626586,85.69165889286045,83.7388903071942,83.83609008789062,8740046,1848627.9,0.044441816893312,CHK,S&P MidCap 400,Energy,Corporate Action,1.0,0.0,-0.0142857142857143,0.0172031961068565
2023-09-27,71.6033447630534,75.37672876336713,71.26692020144338,74.01285552978516,3610600,1696830.0,0.0095498647864775,CIVI,S&P MidCap 400,Energy,Corporate Action,1.0,0.0,0.0336508130270338,0.0173164354339047
2022-08-05,109.8000030517578,112.7300033569336,108.41999816894533,111.1500015258789,1353000,334465.0,0.0769305543245642,CLFD,S&P SmallCap 600,Information Technology,Corporate Action,1.0,0.0,0.0122950677285933,0.0462474512941369
2023-11-09,32.36000061035156,32.5099983215332,31.5049991607666,31.729999542236328,10154100,2354735.0,0.0209137586913086,CNM,S&P MidCap 400,Industrials,Corporate Action,1.0,0.0,-0.0194685122445178,0.0190570763165247
2024-04-19,72.62403411314453,72.8013343668849,69.53112801679556,71.30413055419922,2006100,235115.0,0.0949931987454291,CNS,S&P SmallCap 600,Financials,Corporate Action,1.0,0.0,-0.0181744731625479,0.030925904841438
2022-07-14,520.7598056758394,526.5773330917181,468.28599551528816,497.847900390625,216800,50520.0,-0.1121393801649294,COKE,S&P MidCap 400,Consumer Staples,Corporate Action,1.0,0.0,-0.0439970693503878,0.0393022248191634
2023-02-24,26.76389539461445,27.456608393115022,26.754898921346697,27.39363479614257,1969300,1061995.0,-0.0019665121035455,COLB,S&P MidCap 400,Financials,Corporate Action,1.0,0.0,0.0235294374097292,0.0162678549558977
2022-09-13,16.15999984741211,17.219999313354492,15.06999969482422,15.300000190734863,17608800,3604670.0,0.009901028117593,CPRX,S&P SmallCap 600,Health Care,Corporate Action,1.0,0.0,-0.0532178010394578,0.0315461162085592
